Area,ConvexArea,Perimeter,ConvexPerimeter,EquivDiameter,MajorAxisLength,MinorAxisLength,Elongation,Compactness,Eccentricity,Solidity,Extent,Circularity,RadialDistanceSD,SecondMoment,Roughness,MinIntensity,MaxIntensity,MeanIntensity,SDIntensity,MinIntensityBG,MaxIntensityBG,MeanIntensityBG,SDIntensityBG,IntensityDifference,markov1,markov2,markov3,markov4,markov5,gabormean_0_0,gaborSD_0_0,gabormean_0_1,gaborSD_0_1,gabormean_0_2,gaborSD_0_2,gabormean_1_0,gaborSD_1_0,gabormean_1_1,gaborSD_1_1,gabormean_1_2,gaborSD_1_2,gabormean_2_0,gaborSD_2_0,gabormean_2_1,gaborSD_2_1,gabormean_2_2,gaborSD_2_2,gabormean_3_0,gaborSD_3_0,gabormean_3_1,gaborSD_3_1,gabormean_3_2,gaborSD_3_2,Contrast,Correlation,Energy,Homogeneity,Entropy,x_3rdordermoment,Inversevariance,Sumaverage,Variance,Clustertendency,MaxProbability,Malignancy_1,Malignancy_2,Malignancy_3,Malignancy_4
70,71,31.3137085,31.02260056,9.440697439,9.911573134,9.209735144,1.076206099,1.114707966,0.369602286,0.985915493,0.864197531,0.914011167,0.514479109,0.16106414,0.009296501,158,906,586.0286,260.1136,138,918,448.5455,337.0212,137.4831,6359.52,6358.04,4246.88,2996.14,2198.15,53.9506,55.3014,50.2963,63.7074,118.4074,63.331,84.7037,65.4227,82.2963,60.4004,83.2099,67.2467,55.7531,61.4727,45.0247,60.7951,132.9383,62.5211,56.0988,66.0891,51.8765,64.1049,64.6667,63.9937,39100,0.83,0.0088,0.0521,4.83,14300000,0.0101,436,65200,239000,0.0121,2,4,2,1
393,415,78.66904756,75.50981418,22.36924543,27.57877527,18.51199957,1.489778301,1.25315667,0.741239347,0.946987952,0.661616162,0.866154989,2.692616053,0.1750344,0.040158531,181,1155,744.6514,305.3252,156,722,326.7662,130.3428,417.8852,4732.33,7858.12,591322.82,691863.07,98.3862,56.9613,51.1039,37.4226,43.5056,117.5488,88.6629,51.5034,51.4088,59.6683,47.0744,53.2138,51.5066,70.3805,48.1895,53.436,55.9412,117.1886,87.6152,59.3266,50.246,57.2475,41.1357,76.3754,59.1927,38600,0.824,0.001,0.0548,7.04,-3850000,0.0231,476,108000,393000,0.0023,4,5,5,4
350,362,80.76955262,76.82878955,21.11004123,30.09003578,15.15920806,1.984934546,1.483260551,0.863823274,0.966850829,0.68359375,0.745126359,6.516828782,0.20224021,0.048790206,154,1083,764.6914,336.4033,156,1056,584.6481,400.7969,180.0433,11944.68,5804.98,792582.54,776461.39,136.5596,78.4863,50.9744,48.9688,62.847,118.0859,84.962,50.0723,49.5579,64.5352,50.8619,41.8086,43.8908,29.8457,37.1905,18.1973,36.1722,121.1582,89.2398,58.6406,66.7139,81.5176,48.7855,55.8496,60.8924,36700,0.88,0.0012,0.0863,6.83,366000,0.0413,577,128000,481000,0.0035,4,5,4,3
481,496,83.35533906,80.33594301,24.74728714,25.86633466,23.84250727,1.084883161,1.149507752,0.387765053,0.969758065,0.801666667,0.936559015,0.687840929,0.16045553,0.036223187,134,1287,809.2703,302.7534,80,1351,387.1849,387.2665,422.0854,11556.44,5272.74,790913.63,906932.35,140.7634,56.3217,38.7465,39.2167,45.9194,150.7183,85.6802,53.5383,46.745,73.575,45.7335,41.57,47.8224,31.1,44.0993,21.1517,40.5483,154.5683,85.3578,23.625,37.0522,42.9483,35.2135,25.42,38.3044,45900,0.809,0.001,0.0666,7.03,3850000,0.032,678,119000,430000,0.003,5,5,3,3
65,66,31.79898987,31.39796844,9.097283683,12.63649706,6.678663303,1.892069789,1.237950923,0.848919772,0.984848485,0.65,0.828552674,1.043433186,0.19386436,0.012611138,64,2343,1026.6,717.6605,14,1178,247.3714,254.5483,779.2286,3362.74,1509.07,3352.42,3353.88,1507.68,92.95,60.0749,62.92,70.8793,114.47,71.133,78.44,72.0889,104.36,67.3848,75.23,63.6604,88.29,68.859,75.01,76.7051,110.91,71.483,86.46,69.3941,112.84,57.8814,106.09,69.1317,503000,0.536,0.0066,0.013,5.11,21000000,0.0031,844,520000,1590000,0.0066,1,1,1,1
69,70,30.72792206,30.54977648,9.373021316,10.55477801,8.432749195,1.2516414,1.088948724,0.601396283,0.985714286,0.8625,0.929058114,0.86802901,0.162905735,0.005797515,73,2525,807.942,684.4938,117,800,401.5455,266.0738,406.3966,4595.58,1986,4595.39,4595.83,1985,98.8375,76.1151,67.3375,57.119,100.1875,68.6488,59.5,65.2689,68.475,57.2178,58.6875,68.1197,93.475,68.6267,76.4125,67.9008,106.35,68.729,95.3625,63.6104,132.4625,61.9675,87.7,66.6983,427000,0.563,0.0086,0.0151,4.85,106000000,0.0042,750,457000,1430000,0.0086,1,1,1,1
83,85,34.14213562,33.71205414,10.28002345,11.75100201,9.114614149,1.289248433,1.117618057,0.631168561,0.976470588,0.838383838,0.917735486,0.868896229,0.164529799,0.012596795,42,1445,596.6867,481.3424,119,1365,539.4375,461.5582,57.2492,10821.51,9895.97,558250.7,555846.05,551.8923,50.5354,56.5966,45.8182,49.9603,105.8586,71.4556,48.9495,70.9878,63.1111,64.6613,47.4141,69.7443,70.4646,57.6053,44.6667,53.616,105.2222,73.3641,84.8687,55.762,106.0303,60.2396,74.6869,78.511,124000,0.793,0.0067,0.0267,5.1,34300000,0.0091,571,218000,783000,0.0073,1,1,1,1
161,170,51.11269837,49.23280185,14.31752656,18.928607,11.11418705,1.703103153,1.291284322,0.809468362,0.947058824,0.688034188,0.834692739,3.351650444,0.186005687,0.036779442,136,853,454.1056,201.3912,74,367,172.9178,66.1133,281.1878,6657.71,2342.41,6655.05,6655.02,2342.13,95.7265,55.8926,45.0641,47.8596,107.2222,72.129,52.6496,54.0661,59.9573,50.0635,58.1923,46.4494,92.5342,57.0924,58.2137,50.9171,118.7179,72.7141,79.6453,59.1053,123.1111,58.9716,81.8846,58.0725,32800,0.666,0.0027,0.0415,6.05,-512000,0.015,322,48000,159000,0.0046,3,4,3,2
55,56,27.55634919,27.20005802,8.368283872,8.721479057,8.178918091,1.06633652,1.098678954,0.347202294,0.982142857,0.763888889,0.934185007,0.609288005,0.15942299,0.012929549,42,1007,407.9273,280.3722,116,837,257.0588,211.3189,150.8684,5501.76,687.7366,5501.46,5501.49,687.7221,89.2778,77.56,97.4444,74.1418,110.5833,70.1149,55.3056,63.0738,66.8333,61.0507,58.3472,67.2475,76.0139,55.8536,61.3056,61.6393,108.3333,66.6012,98.6528,65.7458,98.0278,48.3467,82.2083,65.6508,57100,0.694,0.0097,0.0248,4.73,7190000,0.0095,343,71000,240000,0.0097,3,3,3,3
262,269,64.87005769,62.62831177,18.26441241,23.11988921,14.95470648,1.545994182,1.278137017,0.762631704,0.973977695,0.744318182,0.839401509,3.856396733,0.180225634,0.034557483,-842,255,-97.5097,233.1928,-911,284,-199.3222,485.7999,101.8125,6564.42,8664.58,19311.46,20291.58,3342.04,44.8551,65.3183,28.1563,50.344,50.5369,76.1165,47.1335,66.4914,51.0938,69.6777,38.1165,60.0354,54.4176,71.3629,39.9375,60.2857,64.3324,81.2976,51.5625,64.6689,52.9858,66.9806,60.3466,72.9128,28200,0.879,0.0018,0.0817,6.44,-9810000,0.0484,811,84000,315000,0.0049,3,4,4,2
401,409,76.28427125,73.95977156,22.59577521,25.2437831,20.38189639,1.238539467,1.154823909,0.590000867,0.980440098,0.828512397,0.921219483,1.086899871,0.163653931,0.030471546,85,994,481.8454,226.1128,85,352,208.0602,67.1323,273.7851,3915.21,4512.42,319904.28,354093.95,435.9256,46.3492,41.6575,20.4483,34.3636,123.8492,72.0144,59.0496,38.8025,85.5289,52.982,46.9938,39.4622,73.3099,53.0839,52.2624,39.4699,123.0021,73.5549,90.9463,51.7649,77.2293,52.0736,64.4773,49.4189,30100,0.717,0.0012,0.0291,6.85,1140000,0.0108,373,53000,182000,0.002,4,4,4,2
410,463,87.59797975,79.06719475,22.84793674,26.34659738,20.55604834,1.281695632,1.489342078,0.625509641,0.885529158,0.665584416,0.824140126,4.270786565,0.169821288,0.097385636,51,1117,694.2073,311.5685,3,862,266.6262,156.0674,427.5811,8348.77,7873.92,598321.02,584724.2,352.0402,60.8003,41.4393,61.3815,52.076,111.474,84.0323,77.388,51.9665,88.4367,56.8517,62.1753,40.4009,60.2354,52.5625,35.6039,39.3571,111.3312,85.5997,62.2614,45.9857,76.5065,52.4435,52.3734,43.5697,56200,0.756,0.0009,0.0351,7.1,4580000,0.0127,576,115000,403000,0.0021,5,5,4,2
442,473,86.08326112,80.89286726,23.72281347,28.01304749,20.56862684,1.361930852,1.33415193,0.678877373,0.934460888,0.68,0.848812321,1.644492468,0.170409018,0.060295042,137,1258,803.5204,298.2876,146,866,298.25,127.3537,505.2704,4864.72,7319.68,750352.63,704381.9,137.151,40.3415,33.278,41.5092,38.3938,127.08,87.7804,36.1062,41.2064,36.5554,38.51,47.9015,46.8728,42.6369,40.6259,33.8554,40.5677,127.5954,87.9328,38.9169,47.4243,50.6938,47.4707,43.0323,49.5728,42400,0.823,0.0009,0.0527,7.14,1950000,0.0242,536,120000,436000,0.0022,5,5,3,4
125,127,41.79898987,40.96788695,12.61566261,13.53471441,11.87321408,1.139936863,1.112273771,0.480049198,0.984251969,0.801282051,0.935907113,0.594429292,0.16074752,0.019883326,-921,-92,-487.248,250.6758,-923,-510,-754.7419,109.1439,267.4939,18760.42,19555.9,12855.02,7559,2735.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47200,0.639,0.004,0.0258,5.62,3110000,0.0065,425,64000,210000,0.0046,3,3,4,2
544,597,98.08326112,90.26738502,26.31809857,29.86439753,24.08084841,1.24017215,1.407281668,0.591452736,0.911222781,0.694763729,0.838971177,1.696162981,0.168784792,0.079686136,5,1200,878.2224,337.5544,14,751,186.9874,136.8196,691.235,12177.14,119399.62,514567.94,748787.95,602.4737,56.3972,49.8854,46.857,45.9225,138.3308,94.781,70.8123,54.4333,53.1877,39.0942,51.7535,46.7552,26.8621,34.135,17.5888,29.3999,139.1928,95.8383,37.4789,37.6539,48.0396,41.9822,42.2593,40.888,65500,0.818,0.0007,0.0433,7.34,1620000,0.0153,709,180000,656000,0.0017,4,5,3,3
278,309,72.66904756,67.56273804,18.81384048,24.99142692,15.66385528,1.595483773,1.511625732,0.779205004,0.899676375,0.66507177,0.765314915,2.335333788,0.194977769,0.070268012,56,988,467.1978,237.9241,46,401,150.3357,62.3157,316.8621,5383.82,5383.91,2896.19,3983.8,1873.66,67.6316,51.6098,50.5694,46.3231,97.811,74.1143,38.1196,47.7319,51.3708,47.1354,40.0048,45.3888,88.1244,60.7762,43.0311,43.0718,92.4737,72.9848,52.9809,47.9414,98.1364,64.923,52.5933,50.5688,30700,0.763,0.0014,0.0385,6.68,299000,0.0139,340,63600,224000,0.0026,4,4,3,3
195,208,55.79898987,53.35795727,15.75695755,19.44395472,13.14849,1.478797544,1.270598091,0.736695072,0.9375,0.789473684,0.860688669,3.692791367,0.17573189,0.043746896,-880,-15,-382.641,260.3833,-946,-112,-713.3077,234.8951,330.6667,24898.2,16741.99,6050.15,13597.12,2446.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33500,0.803,0.0025,0.0354,6.11,-80100,0.0132,528,77500,279000,0.0041,3,4,4,1
222,224,55.35533906,54.28646555,16.81247093,17.31524122,16.46693967,1.051515434,1.098389043,0.309165073,0.991071429,0.725490196,0.946628782,0.893061722,0.15999747,0.019309312,-809,60,-294.7793,290.6611,-801,-422,-682.619,88.082,387.8398,14845.53,6683.66,19429.01,19430.96,4068.9,58.8922,75.7181,38.415,57.2226,43.098,65.4801,57.1471,67.32,55.7026,65.6538,50.9248,58.6542,47.3627,64.9618,35.6569,54,38.0229,60.1156,62.0327,72.9869,69.3301,71.0299,48.2418,59.3525,47200,0.749,0.002,0.0405,6.35,3170000,0.0168,449,93200,326000,0.0032,5,5,5,2
83,90,37.79898987,36.79598773,10.28002345,12.83270313,9.264786587,1.385105098,1.369848163,0.691927619,0.922222222,0.638461538,0.770348118,2.574274401,0.186632435,0.026535157,150,1081,713.6988,298.2394,75,1376,750.8723,514.212,37.1735,5146.28,2313.83,5144.94,5145.86,2312.08,65.3846,46.3427,77.8077,60.1618,117.8769,66.7946,99.3,66.2717,56.6077,50.1365,131.5538,81.2719,87.2231,61.4626,65.0615,62.0415,112.5538,70.0447,68.8538,73.01,72.1231,77.6562,68.4923,61.3343,68800,0.852,0.005,0.0276,5.41,-14800000,0.0111,668,129000,478000,0.0063,3,2,1,2
72,75,32.38477631,31.79494193,9.57461473,11.26779854,8.366396627,1.346792299,1.159149475,0.669840535,0.96,0.72,0.895006703,0.68599134,0.1686573,0.018213323,86,1062,531.9722,325.4379,96,486,201.2143,97.2836,330.7579,4109.32,1142.84,4108.45,4108.71,1142.53,65.62,50.7807,57.87,50.0851,113.79,70.8249,76.25,55.8724,103.97,71.7492,78.64,58.7968,68.83,58.7677,56.58,58.6729,114,71.4731,90.92,52.7015,72.12,51.9695,94.68,59.3134,85600,0.632,0.0067,0.0276,5.11,8970000,0.0058,390,105000,344000,0.0075,2,3,1,2
428,449,81.9411255,79.50885883,23.34408973,27.54508206,20.57989805,1.338445992,1.248389815,0.66467219,0.953229399,0.754850088,0.850790423,3.324181344,0.172254247,0.029683101,117,1107,805.4299,320.9204,48,1076,367.1439,292.5168,438.286,5525.92,5517.47,5036.51,4386.26,3023.2,45.6825,40.3326,28.9577,37.922,137.358,87.3165,47.254,50.088,85.8272,44.5729,50.7548,53.5916,31.9277,51.5641,24.6314,51.8126,138.8818,89.2888,43.8695,44.4143,64.2116,39.4304,52.8289,50.4887,35900,0.877,0.0011,0.067,6.98,-892000,0.0323,674,129000,484000,0.0029,5,5,3,3
846,863,108.9116882,106.4095539,32.82012576,35.40820981,30.62150174,1.156318528,1.115754773,0.50209304,0.980301275,0.802656546,0.938899227,2.559970478,0.161698509,0.022973974,62,1236,888.2494,317.0429,18,843,241.25,122.3637,646.9994,5826.78,5817.87,3693.34,3461.59,2272.35,32.0968,28.4192,39.5949,36.9712,163.4848,91.384,38.1385,37.8908,42.0968,36.7282,36.9848,39.5305,40.648,43.5881,35.9953,45.554,163.9972,91.117,45.4715,37.1327,58.4896,34.557,46.8918,44.0246,54400,0.802,0.0005,0.0363,7.65,1470000,0.0124,780,139000,501000,0.0014,5,5,5,3
75,75,33.21320344,32.67876668,9.772050238,11.30395376,8.684177591,1.30167234,1.170443364,0.640158946,1,0.694444444,0.882551002,2.327839053,0.16710637,0.016091093,62,1112,709.1867,348.1068,9,853,278.1515,245.3037,431.0352,4704.45,1742.82,4707.05,4705.37,1742.35,71.037,53.9422,66.9722,56.7171,113.3241,68.0607,61.037,60.2271,65.4167,64.3112,63.3981,60.4564,57.8426,49.7102,72.5463,55.8023,118.537,70.6393,111.537,62.5592,78.8426,67.0996,98.2593,74.6768,96400,0.692,0.0061,0.0243,5.19,15400000,0.011,616,133000,451000,0.0071,3,3,3,3
144,165,54.28427125,51.53256887,13.54055001,18.01715389,11.99399562,1.50218113,1.628454647,0.746220653,0.872727273,0.571428571,0.681410422,1.892744327,0.20217322,0.050690602,27,1135,729.1458,330.4215,60,768,214.5278,137.3018,514.6181,4645.5,2032.41,4642.16,4642.73,2031.75,68.9444,52.1452,53.1111,54.2273,96.9246,73.7412,81.7857,52.594,66.8175,48.6843,75.9405,49.7717,52.8889,61.3826,35.4127,50.1654,96.3373,76.6017,89.0119,60.3084,89.1429,63.8117,84.0159,60.2431,85300,0.697,0.0024,0.0265,6.14,-203000,0.0095,525,138000,468000,0.0031,2,2,4,3
63,64,29.55634919,29.3782036,8.956231982,9.752224633,8.357662765,1.16686027,1.103446202,0.515315341,0.984375,0.7875,0.91727581,1.608160485,0.161001732,0.00602732,64,1126,503.3333,302.5253,136,828,357.2941,204.381,146.0392,3864.15,1475.01,3863.22,3863.19,1474.81,70.8125,54.1236,73.375,58.4133,110.0875,69.035,78.9125,56.9999,70.95,55.8703,76.975,58.1179,76.1625,56.8908,76.0375,68.0243,107.6625,64.5922,105.4875,66.2855,116.875,58.995,88.2375,60.1107,71900,0.63,0.0086,0.0211,4.85,12300000,0.0097,419,84300,274000,0.0086,2,2,4,3
72,81,37.21320344,33.85935848,9.57461473,11.66197053,8.308016298,1.403700969,1.530564915,0.701771158,0.888888889,0.666666667,0.789196062,1.198033019,0.175658008,0.090125134,91,1230,726.3611,329.212,5,979,254.25,233.3453,472.1111,4132.01,4130.71,2781.07,2814.12,2197.4,108.1111,53.989,61.537,65.8609,110.9167,67.0921,105.787,70.1664,94.25,60.882,83.5833,47.6483,78.6389,66.3659,85.0463,62.8819,110.8148,64.1366,81.4537,58.7498,80.3889,73.0295,74.2315,53.5088,139000,0.495,0.0062,0.0218,5.19,-6140000,0.0104,627,135000,402000,0.0075,3,2,3,3
70,70,30.97056275,30.61427158,9.440697439,10.33313919,8.729439001,1.183711712,1.090411164,0.535081739,1,0.777777778,0.938555682,0.514933182,0.160991254,0.011504188,104,1082,578.2714,307.2061,149,721,331.9,146.6047,246.3714,3507.92,3510.06,1766.36,2638.55,1515.96,81.4556,52.6114,97.8,62.749,110.3333,65.275,62.5889,66.0252,76.2333,63.385,57.4111,60.3454,63.5556,55.021,51.3667,55.9698,111.0444,65.0198,120.2,64.6036,94.7889,54.6791,135.4778,64.2336,79900,0.601,0.0075,0.0219,4.99,2430000,0.0067,455,88100,282000,0.0085,3,2,4,3
199,206,53.9411255,52.63521082,15.917747,17.27439242,14.92716488,1.157245369,1.163528612,0.503284149,0.966019417,0.688581315,0.902630921,1.781658245,0.162863762,0.02421,-946,87,-304.0251,337.3022,-936,115,-442.3483,433.4662,138.3232,8169.98,16638.75,15539.09,13745.11,3480.23,42.2768,56.1728,44.4256,57.3789,42.9862,64.2418,56.5779,64.1359,45.8789,59.7387,54.3045,62.2334,55.8893,61.0752,46.2491,60.7355,46.5744,67.1123,50.0727,67.1138,45.4879,56.8929,56.5398,68.203,50700,0.817,0.0021,0.0391,6.29,-5970000,0.0159,639,128000,465000,0.0039,4,4,3,2
92,99,41.45584412,38.39413758,10.82303276,13.52866084,9.194970614,1.471310938,1.486530533,0.733521743,0.929292929,0.657142857,0.784274072,2.096019222,0.179962963,0.073854642,35,1567,917.0549,288.308,17,1463,491.0444,360.7627,426.0105,3934.37,1899.6,3934.75,3936.42,1898.96,101.3714,56.9299,112.1643,58.8269,125.3286,69.6917,112.65,58.9838,78.1214,62.0735,128.15,62.8931,56.3214,49.919,35.9214,43.5545,130.3429,72.0829,102.9,64.1753,96.6214,53.7859,94.9786,63.7212,131000,0.565,0.0046,0.0126,5.49,12800000,0.003,784,134000,419000,0.0047,2,4,3,3
132,135,43.21320344,42.35304046,12.96408963,14.19036544,11.96374661,1.186113841,1.125768595,0.537773441,0.977777778,0.781065089,0.92472928,0.621771368,0.161851817,0.019905096,208,992,637.3939,249.268,232,885,512.9189,205.2339,124.475,6659.47,5521.02,501781.41,481893.08,341.7443,61.574,56.9769,60.1361,62.8489,113.4024,66.825,57.2308,55.078,58.0651,51.9945,72.8817,55.5758,52.8343,49.0842,57.6864,62.4864,108.7396,63.7757,78.3905,62.0499,75.4556,55.8629,91.0059,65.7281,31800,0.762,0.0037,0.0393,5.69,6610000,0.0147,428,58800,207000,0.0057,3,3,5,3
59,62,29.55634919,28.65145595,8.667244841,9.195921113,8.378300982,1.09758782,1.178256114,0.412210079,0.951612903,0.728395062,0.90316788,0.350012398,0.161116765,0.030615866,256,2340,1069.78,658.7964,258,1393,518.0455,332.334,551.7342,2658.2,2656.17,1878.26,1561.35,1290.17,88.9136,56.5235,101.6049,69.0048,105,66.6412,57.1975,66.8766,67.6914,64.0669,65.9383,66.7305,101.7531,69.0854,66.321,61.1042,107.8395,66.2958,86.4938,70.1096,87.3457,56.021,81.8519,60.7242,407000,0.568,0.0085,0.0165,4.86,157000000,0.0051,757,426000,1330000,0.0095,1,1,1,1
347,396,86.66904756,77.65108519,21.01937492,29.09166995,16.33006936,1.781478652,1.722616922,0.827591083,0.876262626,0.584175084,0.723176458,4.355884566,0.199987349,0.104050553,63,1197,733.4928,336.498,4,485,179.6349,95.8037,553.8579,6082.42,4331.3,582256.66,607260.88,179.3186,69.3569,52.0094,48.2273,53.2499,95.9175,80.535,59.4226,53.6056,68.8418,52.883,54.6582,50.3955,73.1044,52.7672,39.7879,38.5849,94.7003,82.6501,69.0572,49.2102,70.2492,48.853,68.6633,52.0477,64900,0.785,0.001,0.0349,7.05,514000,0.0141,536,150000,534000,0.0022,4,5,3,4
52,53,26.97056275,26.61427158,8.13685789,9.102837332,7.408234759,1.228745798,1.113183624,0.581091852,0.981132075,0.722222222,0.922537522,0.632486155,0.162352071,0.013210372,64,657,348.4231,195.3909,75,544,186.6,114.658,161.8231,3258.5,1169.58,120523.21,121531.88,104.1732,117.3611,72.6672,70.1389,53.5512,106.4583,67.9364,66.4167,66.7127,59.6389,63.2832,59.6389,61.8356,70.3056,56.6361,68.2917,58.2959,107.0694,64.4527,92.1806,62.0639,110.9028,56.9522,92.2917,68.9113,30400,0.651,0.0098,0.0365,4.72,1630000,0.0125,259,35100,116000,0.0113,2,2,3,3
537,564,92.91168825,85.79584595,26.14822433,28.04935825,24.67948641,1.136545461,1.279253321,0.475234423,0.95212766,0.737637363,0.916751498,0.965647603,0.162148147,0.07658716,10,1161,759.3296,375.1491,33,646,166.1414,99.9987,593.1882,5613.45,8959.09,735458.91,774817.2,65.3615,54.0234,40.5326,21.3585,25.802,128.7514,93.9125,21.1552,36.1798,36.0659,35.9257,20.6511,36.5065,56.0687,39.8651,36.7404,37.9534,128.4519,93.2002,61.3324,45.1414,82.4533,52.2705,46.6346,47.7222,50700,0.852,0.0008,0.0544,7.25,-578000,0.023,635,171000,633000,0.0021,5,5,5,4
145,146,44.38477631,44.13284041,13.58748446,14.5501964,12.81355821,1.135531299,1.081160585,0.47377666,0.993150685,0.863095238,0.935522219,1.400590291,0.160874493,0.005676178,83,1125,561.5655,340.1836,74,312,163.5217,62.0659,398.0438,2070.14,2866.14,512056.33,491543.59,101.5222,84.3988,66.5774,45.625,47.8508,109.8036,68.4829,46.6964,56.1656,112.744,48.6276,49.619,54.7159,79.2857,51.4037,44.4762,52.3554,106.5655,67.6688,73.6071,51.6167,75.506,55.7537,75.7143,56.4063,90000,0.63,0.0037,0.0238,5.7,12100000,0.0065,494,119000,389000,0.0051,2,3,3,2
79,80,33.21320344,32.85691227,10.02925341,11.32493307,9.032696857,1.253770967,1.111180409,0.603194883,0.9875,0.718181818,0.919567173,0.595753525,0.163905898,0.010727396,107,1032,459.9114,278.3669,73,382,169.5161,76.0789,290.3953,4239.6,1350.47,4237.08,4237.02,1350.03,108.9091,59.8758,70.1,60.0671,105.4455,68.4066,62.2545,55.0188,65.0455,67.1432,79.9545,51.6387,100.4545,73.9325,74.5455,64.846,107.1909,67.2617,89.3364,62.5264,135.3182,55.7213,105.6909,59.4985,71100,0.567,0.006,0.0283,5.22,2740000,0.0128,348,78600,246000,0.0069,3,3,2,3
86,90,36.38477631,35.8478023,10.46415791,13.14701999,8.691014165,1.512714137,1.224985938,0.750330019,0.955555556,0.735042735,0.840975306,1.933281871,0.178569183,0.014758206,60,1129,515.5,326.568,61,719,329.3871,219.7016,186.1129,6451.44,2005.38,358503.81,331301.83,276.2385,68.3077,59.4163,76.0769,57.017,105.9573,68.4412,57.8547,55.8883,62.4359,47.4985,74.0085,47.6251,57.8803,68.5704,52.5556,64.9226,95.8974,65.8481,83.7521,66.7163,75.4444,62.2728,87.0085,60.8681,63000,0.714,0.0056,0.0222,5.28,-1500000,0.0076,437,97900,336000,0.0069,3,3,3,2
66,66,30.627417,30.44927141,9.166995688,10.16041549,8.545568842,1.188968888,1.131011299,0.540934222,1,0.66,0.894540461,0.479800507,0.164388374,0.00581654,63,2264,799.5455,632.9192,61,720,266.4412,177.9701,533.1043,4326.08,8352.33,916345.36,907310.59,256.5956,90.63,66.4458,84.69,63.1301,97.72,68.091,63.6,72.2508,72.12,63.2252,66.25,69.7872,122.19,68.0982,78.4,59.4073,96.76,68.0285,72.58,58.2305,102.54,58.8874,111.43,73.5464,395000,0.497,0.0067,0.0198,5.11,102000000,0.0093,655,376000,1120000,0.0073,1,1,1,1
264,269,62.04163056,60.89409663,18.33399138,21.5381181,15.87341488,1.356867332,1.160252775,0.675901763,0.981412639,0.838095238,0.894671096,3.07106929,0.168842132,0.018496192,47,1489,898.1818,404.25,76,1157,228.7451,175.0704,669.4367,15339.02,7009.36,1069855.32,1070923.99,352.0157,73.5206,60.6582,51.3143,53.9317,131.4032,74.9382,44.3143,40.1597,82.7714,45.6912,44.8635,45.2931,32.4857,47.0113,22.3651,45.9716,134.9778,76.9519,44.7841,41.0932,73.7683,46.9314,45.8667,43.314,91400,0.778,0.0019,0.03,6.38,-5370000,0.0102,792,189000,671000,0.0036,5,5,4,2
101,101,37.21320344,37.03505785,11.34007028,12.70574056,10.22907715,1.242119927,1.091095781,0.593172703,1,0.776923077,0.925348197,1.551297813,0.162997027,0.004787161,188,1212,618.6238,322.6234,162,485,248.1379,93.9159,370.4858,5026.38,5025.1,3556.09,2559.19,2150.35,68.8231,47.0681,59.2846,61.6633,104.9,66.0932,46.1,65.2514,57.8077,58.7375,55.4615,62.85,99.6538,56.701,61.0077,58.2958,109.0385,67.5007,78.3154,58.827,80.7769,51.9019,117.6692,67.0028,83600,0.634,0.005,0.0259,5.4,8350000,0.0074,429,109000,356000,0.006,1,3,3,1
155,165,50.04163056,48.17601921,14.04820734,17.14949421,11.93349312,1.43708921,1.285645821,0.718186153,0.939393939,0.717592593,0.839227564,3.341707269,0.174938203,0.037281186,155,1106,582.7419,275.1379,99,617,265.3279,122.4196,317.4141,4272.67,2016.73,4273.41,4273.42,2016.44,86.6574,58.1961,56.0417,63.8286,104.2037,70.7918,31.6528,50.1074,43.7685,50.5455,37.4398,49.4894,60.0602,45.2425,60.2546,60.928,108.4815,69.4125,67.2361,58.477,98.1157,52.7008,80.2454,69.4955,48000,0.711,0.0029,0.0276,5.97,1700000,0.0084,431,81300,278000,0.0039,3,3,3,1
322,328,67.9411255,66.85503782,20.24804024,21.54127762,19.44338692,1.10789739,1.140774326,0.43045788,0.981707317,0.766666667,0.905310293,0.847447898,0.162928042,0.015985718,9,1248,637.8789,383.8942,41,318,117.9898,44.2233,519.8891,2519.11,2911.82,579213.43,632910.59,122.6728,85.1619,56.0399,39.9429,40.3552,109.8952,82.7034,71.0333,47.988,71.3476,49.3775,72,54.8743,76.3619,54.5137,32.269,37.7917,110.1714,83.4178,42.431,42.5521,89.3095,49.9558,43.7929,44.3237,68600,0.794,0.0014,0.036,6.69,1390000,0.0131,552,165000,590000,0.0028,4,3,2,2
404,410,75.254834,73.36415278,22.68014057,24.39279757,21.25264583,1.14775345,1.115520549,0.490808891,0.985365854,0.734545455,0.94324262,1.751601142,0.161512509,0.025123718,111,1158,792.1856,381.1928,120,1088,430.1575,375.8922,362.0281,7483.47,7118.71,844036.15,852222.62,93.2565,20.2291,27.9065,12.9891,27.8389,126.5145,89.9282,24.2891,43.0745,30.1745,41.9715,24.0382,42.1188,24.9673,28.6431,21.5327,31.5805,125.8564,88.8062,47.8709,48.4613,48.64,42.3374,55.7073,62.3783,35800,0.904,0.0011,0.0719,6.95,6240000,0.0324,611,163000,619000,0.0028,5,4,3,2
